name,phone,type,character,loan_his,bank,amount,term,address,lat,lon,notes,time_visit,image_path,timestamp
Customer 891,0100890,Repair Services,Aggressive or Pushy,Once,Wing,8032.72,12M,"Street 183, Phnom Penh",11.557946283887901,104.89317768635031,Interested,3:00 AM,,2025-06-05 01:23:52
Customer 892,0100891,Agriculture/Farming,Friendly and Open,Never,Cambodia Post Bank,9100.01,24M,"Street 115, Phnom Penh",11.554686226094228,104.93054320589339,No answer,6:00 AM,2025-06-23 01.02.34.jpg,2025-06-09 01:23:52
Customer 893,0100892,Fashion & Clothing,Friendly and Open,Many times,None,7075.1,12M,"Street 3, Phnom Penh",11.546215869525868,104.89695694415384,No answer,12:00 AM,,2025-05-27 01:23:52
Customer 894,0100893,Beauty Salon,Talkative and Engaging,Never,Cambodia Post Bank,3426.1,18M,"Street 419, Phnom Penh",11.556417986944792,104.8537944927426,Interested,10:00 AM,2025-06-23 01.03.23.jpg,2025-06-04 01:23:52
Customer 895,0100894,General Retail,Interested but Cautious,Never,ABA,4190.94,12M,"Street 138, Phnom Penh",11.548759220647955,104.94265560222466,Repeat visit,5:00 AM,,2025-06-08 01:23:52
Customer 896,0100895,Street Food Stall,Friendly and Open,Many times,Cambodia Post Bank,7520.58,18M,"Street 383, Phnom Penh",11.546987109300696,104.8909004858715,Repeat visit,10:00 AM,,2025-06-09 01:23:52
Customer 897,0100896,Restaurant/Café,Talkative and Engaging,Never,Wing,5561.33,6M,"Street 213, Phnom Penh",11.59860817203988,104.90961654398153,Need follow-up,1:00 AM,,2025-05-28 01:23:52
Customer 898,0100897,Restaurant/Café,Interested but Cautious,Never,ABA,9102.6,12M,"Street 452, Phnom Penh",11.537592763331427,104.94539395637096,Need follow-up,9:00 AM,2025-06-23 01.02.50.jpg,2025-06-14 01:23:52
Customer 899,0100898,Electronics & Appliances,Hard to Understand,Never,None,1278.44,24M,"Street 53, Phnom Penh",11.567056020865037,104.94688597458634,Interested,2:00 AM,,2025-06-18 01:23:52
Customer 900,0100899,Repair Services,Quiet and Reserved,Once,ACLEDA,2778.78,6M,"Street 122, Phnom Penh",11.55485747383132,104.86314595936753,Need follow-up,1:00 AM,,2025-06-14 01:23:52
Customer 901,0100900,Tourism/Hospitality,Busy or in a Hurry,Many times,Wing,7953.25,6M,"Street 446, Phnom Penh",11.555914302596205,104.89801479866027,Interested,6:00 AM,,2025-06-22 01:23:52
Customer 902,0100901,General Retail,Interested but Cautious,Once,None,4159.95,12M,"Street 409, Phnom Penh",11.544025833289952,104.9032357114774,Repeat visit,8:00 AM,,2025-05-28 01:23:52
Customer 903,0100902,General Retail,Interested but Cautious,Never,None,521.08,12M,"Street 378, Phnom Penh",11.523424956666638,104.93287654247345,Repeat visit,3:00 AM,2025-06-23 01.05.23.jpg,2025-06-10 01:23:52
Customer 904,0100903,Electronics & Appliances,Talkative and Engaging,Many times,Wing,1045.03,18M,"Street 435, Phnom Penh",11.539331456740026,104.9025199404967,Repeat visit,12:00 AM,,2025-06-09 01:23:52
Customer 905,0100904,Agriculture/Farming,Very Welcoming,Many times,ACLEDA,7082.53,12M,"Street 457, Phnom Penh",11.55411245509135,104.89922460265161,Repeat visit,11:00 AM,,2025-06-04 01:23:52
Customer 906,0100905,Street Food Stall,Interested but Cautious,Once,None,5771.86,12M,"Street 341, Phnom Penh",11.576223845515942,104.86502631415249,Repeat visit,1:00 AM,,2025-05-26 01:23:52
Customer 907,0100906,General Retail,Hard to Understand,Never,Wing,9762.93,24M,"Street 486, Phnom Penh",11.594698039527502,104.8940135496585,Repeat visit,9:00 AM,,2025-05-26 01:23:52
Customer 908,0100907,Restaurant/Café,Uninterested,Once,None,3394.06,6M,"Street 194, Phnom Penh",11.53513163165854,104.90463064810692,Need follow-up,5:00 AM,,2025-06-05 01:23:52
Customer 909,0100908,Electronics & Appliances,Aggressive or Pushy,Never,None,4451.67,24M,"Street 337, Phnom Penh",11.52972499309193,104.88188919822447,No answer,2:00 AM,,2025-05-30 01:23:52
Customer 910,0100909,Street Food Stall,Friendly and Open,Many times,Wing,8471.43,12M,"Street 70, Phnom Penh",11.572215466514674,104.8818836285252,Repeat visit,7:00 AM,,2025-05-24 01:23:52
Customer 911,0100910,Fashion & Clothing,Aggressive or Pushy,Never,Wing,7362.19,6M,"Street 161, Phnom Penh",11.541911371603824,104.91505207003327,Repeat visit,4:00 AM,,2025-06-14 01:23:52
Customer 912,0100911,General Retail,Very Welcoming,Never,Wing,7666.36,6M,"Street 330, Phnom Penh",11.547988688970758,104.91137809942012,Repeat visit,12:00 AM,,2025-05-31 01:23:52
Customer 913,0100912,Beauty Salon,Aggressive or Pushy,Many times,Wing,1616.27,24M,"Street 410, Phnom Penh",11.57802602419108,104.918338636177,Repeat visit,3:00 AM,,2025-05-30 01:23:52
Customer 914,0100913,Tourism/Hospitality,Interested but Cautious,Once,Cambodia Post Bank,9633.58,12M,"Street 408, Phnom Penh",11.522658149012333,104.86772879478497,Repeat visit,12:00 AM,,2025-06-12 01:23:52
Customer 915,0100914,General Retail,Interested but Cautious,Once,Wing,3371.53,12M,"Street 392, Phnom Penh",11.53311766857784,104.88007783725062,Interested,12:00 AM,,2025-06-05 01:23:52
Customer 916,0100915,Agriculture/Farming,Hard to Understand,Never,Cambodia Post Bank,7392.61,18M,"Street 461, Phnom Penh",11.53131106263873,104.90094586696378,No answer,5:00 AM,,2025-05-26 01:23:52
Customer 917,0100916,Fashion & Clothing,Uninterested,Never,ACLEDA,1377.15,24M,"Street 444, Phnom Penh",11.563556866726984,104.93600859421272,No answer,4:00 AM,,2025-06-03 01:23:52
Customer 918,0100917,Repair Services,Uninterested,Never,ABA,8184.17,6M,"Street 19, Phnom Penh",11.590385058348195,104.87124719913915,Interested,12:00 AM,2025-06-23 01.03.53.jpg,2025-06-21 01:23:52
Customer 919,0100918,Tourism/Hospitality,Talkative and Engaging,Never,None,6562.78,12M,"Street 371, Phnom Penh",11.570159061140243,104.9108725559552,Repeat visit,6:00 AM,2025-06-23 01.02.39.jpg,2025-06-08 01:23:52
Customer 920,0100919,Beauty Salon,Aggressive or Pushy,Once,Wing,7228.95,6M,"Street 412, Phnom Penh",11.540553771315656,104.88552189567169,Interested,1:00 AM,20250615_213943.jpeg,2025-06-17 01:23:52
Customer 921,0100920,Repair Services,Quiet and Reserved,Many times,Wing,8428.17,24M,"Street 394, Phnom Penh",11.599312297934626,104.90885885203535,No answer,12:00 AM,,2025-06-03 01:23:52
Customer 922,0100921,Electronics & Appliances,Interested but Cautious,Many times,ABA,9273.06,6M,"Street 366, Phnom Penh",11.520658465077142,104.89033749444589,No answer,5:00 AM,,2025-06-17 01:23:52
Customer 923,0100922,General Retail,Skeptical or Distrustful,Never,None,6789.41,24M,"Street 433, Phnom Penh",11.559883509900901,104.88338833685069,Repeat visit,8:00 AM,,2025-06-22 01:23:52
Customer 924,0100923,Beauty Salon,Very Welcoming,Never,ABA,2208.21,18M,"Street 16, Phnom Penh",11.568528935938264,104.9285322722894,Need follow-up,1:00 AM,,2025-06-07 01:23:52
Customer 925,0100924,Agriculture/Farming,Quiet and Reserved,Many times,Cambodia Post Bank,9029.4,12M,"Street 60, Phnom Penh",11.577471156256943,104.85562359162772,Need follow-up,1:00 AM,,2025-06-15 01:23:52
Customer 926,0100925,Agriculture/Farming,Hard to Understand,Never,None,5433.24,18M,"Street 211, Phnom Penh",11.556854584271333,104.93323751873503,Need follow-up,7:00 AM,,2025-06-11 01:23:52
Customer 927,0100926,Street Food Stall,Friendly and Open,Many times,ACLEDA,5514.76,12M,"Street 139, Phnom Penh",11.521591356740691,104.88497526712024,No answer,2:00 AM,20250615_214300.jpeg,2025-06-04 01:23:52
Customer 928,0100927,Repair Services,Aggressive or Pushy,Never,ACLEDA,4054.21,18M,"Street 431, Phnom Penh",11.55041543645258,104.91647556917907,No answer,7:00 AM,2025-06-23 01.03.04.jpg,2025-05-27 01:23:52
Customer 929,0100928,Tourism/Hospitality,Aggressive or Pushy,Once,Cambodia Post Bank,5952.84,12M,"Street 377, Phnom Penh",11.563152526540518,104.88142864597094,Need follow-up,7:00 AM,,2025-06-19 01:23:52
Customer 930,0100929,Tourism/Hospitality,Quiet and Reserved,Once,None,7276.66,18M,"Street 324, Phnom Penh",11.596548294194283,104.9325050054559,Repeat visit,4:00 AM,,2025-06-18 01:23:52
Customer 931,0100930,Beauty Salon,Uninterested,Many times,Cambodia Post Bank,3743.34,24M,"Street 44, Phnom Penh",11.542950981908888,104.90379153549372,Repeat visit,10:00 AM,,2025-06-23 01:23:52
Customer 932,0100931,Street Food Stall,Talkative and Engaging,Many times,Wing,4095.3,18M,"Street 386, Phnom Penh",11.594249005146127,104.9021518838888,Interested,3:00 AM,,2025-06-09 01:23:52
Customer 933,0100932,Beauty Salon,Friendly and Open,Many times,Cambodia Post Bank,5085.67,12M,"Street 238, Phnom Penh",11.567673543178811,104.93215413659338,Interested,12:00 AM,,2025-06-07 01:23:52
Customer 934,0100933,Restaurant/Café,Interested but Cautious,Never,Wing,1687.32,18M,"Street 374, Phnom Penh",11.557683171792482,104.8578726278864,No answer,2:00 AM,,2025-06-20 01:23:52
Customer 935,0100934,Street Food Stall,Interested but Cautious,Never,ABA,1926.07,12M,"Street 451, Phnom Penh",11.555848997824736,104.9008603989964,Need follow-up,6:00 AM,,2025-06-22 01:23:52
Customer 936,0100935,Fashion & Clothing,Hard to Understand,Once,ABA,6056.91,24M,"Street 333, Phnom Penh",11.585121362452554,104.93363477563325,Repeat visit,10:00 AM,,2025-06-23 01:23:52
Customer 937,0100936,Restaurant/Café,Quiet and Reserved,Once,Wing,6960.15,6M,"Street 292, Phnom Penh",11.522942433659725,104.87112714519043,No answer,9:00 AM,2025-06-23 01.04.08.jpg,2025-05-26 01:23:52
Customer 938,0100937,Restaurant/Café,Interested but Cautious,Never,None,2420.53,24M,"Street 253, Phnom Penh",11.559007408577376,104.91316661909006,No answer,1:00 AM,,2025-05-26 01:23:52
Customer 939,0100938,Fashion & Clothing,Hard to Understand,Never,Cambodia Post Bank,9405.79,24M,"Street 408, Phnom Penh",11.566545308924457,104.90683210517392,Need follow-up,5:00 AM,,2025-05-30 01:23:52
Customer 940,0100939,Restaurant/Café,Interested but Cautious,Many times,None,952.64,6M,"Street 43, Phnom Penh",11.538371755890141,104.88235748753831,Need follow-up,5:00 AM,,2025-06-13 01:23:52
Customer 941,0100940,Tourism/Hospitality,Quiet and Reserved,Once,Wing,6303.94,24M,"Street 85, Phnom Penh",11.53435486965307,104.87455436819894,No answer,4:00 AM,,2025-06-09 01:23:52
Customer 942,0100941,Repair Services,Hard to Understand,Once,Wing,3089.53,18M,"Street 412, Phnom Penh",11.565636150558651,104.88379017864196,Repeat visit,2:00 AM,2025-06-23 01.01.50.jpg,2025-06-21 01:23:52
Customer 943,0100942,General Retail,Uninterested,Never,ABA,3010.76,24M,"Street 54, Phnom Penh",11.545460033974704,104.89507242958345,Repeat visit,5:00 AM,,2025-06-11 01:23:52
Customer 944,0100943,Electronics & Appliances,Very Welcoming,Once,Wing,9563.93,24M,"Street 62, Phnom Penh",11.570046251993432,104.94360817896175,No answer,6:00 AM,,2025-06-03 01:23:52
Customer 945,0100944,Tourism/Hospitality,Busy or in a Hurry,Many times,None,6792.13,6M,"Street 114, Phnom Penh",11.536275273363955,104.92152170761057,No answer,5:00 AM,,2025-06-13 01:23:52
Customer 946,0100945,Street Food Stall,Aggressive or Pushy,Many times,None,1269.86,6M,"Street 99, Phnom Penh",11.53275401712687,104.89361427328855,Interested,12:00 AM,,2025-05-27 01:23:52
Customer 947,0100946,Repair Services,Interested but Cautious,Many times,Cambodia Post Bank,9345.56,18M,"Street 489, Phnom Penh",11.57637300525364,104.94009502604813,No answer,1:00 AM,,2025-06-17 01:23:52
Customer 948,0100947,Repair Services,Hard to Understand,Many times,None,4905.95,6M,"Street 57, Phnom Penh",11.57666229081019,104.86438085060804,Repeat visit,7:00 AM,,2025-06-10 01:23:52
Customer 949,0100948,Electronics & Appliances,Very Welcoming,Never,ACLEDA,6353.53,18M,"Street 372, Phnom Penh",11.554332353852855,104.94732341989263,Need follow-up,6:00 AM,,2025-06-13 01:23:52
Customer 950,0100949,Fashion & Clothing,Busy or in a Hurry,Never,ACLEDA,3960.38,12M,"Street 425, Phnom Penh",11.524732549600028,104.89313869337045,No answer,6:00 AM,,2025-06-20 01:23:52
Customer 951,0100950,Tourism/Hospitality,Interested but Cautious,Many times,None,8194.26,24M,"Street 67, Phnom Penh",11.59633612286142,104.91418189487476,No answer,1:00 AM,,2025-06-11 01:23:52
Customer 952,0100951,Agriculture/Farming,Aggressive or Pushy,Many times,Wing,7993.64,24M,"Street 212, Phnom Penh",11.568452282547957,104.86065888181406,Repeat visit,12:00 AM,,2025-06-09 01:23:52
Customer 953,0100952,Street Food Stall,Aggressive or Pushy,Never,None,7724.85,18M,"Street 276, Phnom Penh",11.577693227529505,104.86599528620812,Need follow-up,7:00 AM,,2025-06-13 01:23:52
Customer 954,0100953,Street Food Stall,Skeptical or Distrustful,Many times,Wing,8622.82,12M,"Street 239, Phnom Penh",11.566268988706895,104.85372386251709,No answer,11:00 AM,,2025-06-20 01:23:52
Customer 955,0100954,Fashion & Clothing,Uninterested,Many times,Wing,5203.37,18M,"Street 79, Phnom Penh",11.569404951009329,104.94494523431241,Need follow-up,4:00 AM,2025-06-23 01.02.07.jpg,2025-06-10 01:23:52
Customer 956,0100955,Restaurant/Café,Uninterested,Once,Cambodia Post Bank,8712.28,18M,"Street 379, Phnom Penh",11.549254266625724,104.87887973154699,Repeat visit,4:00 AM,,2025-06-14 01:23:52
Customer 957,0100956,Electronics & Appliances,Very Welcoming,Many times,ACLEDA,2066.78,18M,"Street 306, Phnom Penh",11.550892943377855,104.94316312117807,Need follow-up,5:00 AM,,2025-06-23 01:23:52
Customer 958,0100957,General Retail,Aggressive or Pushy,Never,None,9950.14,24M,"Street 364, Phnom Penh",11.52495894582329,104.87752726613648,Need follow-up,7:00 AM,,2025-06-09 01:23:52
Customer 959,0100958,Beauty Salon,Uninterested,Never,ACLEDA,1717.1,12M,"Street 301, Phnom Penh",11.524325224200439,104.88490156548494,Interested,6:00 AM,,2025-06-14 01:23:52
Customer 960,0100959,Street Food Stall,Aggressive or Pushy,Once,ABA,7482.14,24M,"Street 358, Phnom Penh",11.562411179510999,104.89155641898422,Need follow-up,5:00 AM,,2025-05-27 01:23:52
Customer 961,0100960,Fashion & Clothing,Uninterested,Many times,Wing,2503.3,6M,"Street 143, Phnom Penh",11.526970689521223,104.87755480806236,Need follow-up,9:00 AM,,2025-06-10 01:23:52
Customer 962,0100961,Street Food Stall,Skeptical or Distrustful,Never,ABA,3497.88,6M,"Street 216, Phnom Penh",11.566494831325041,104.85568112568536,No answer,7:00 AM,,2025-05-24 01:23:52
Customer 963,0100962,Tourism/Hospitality,Very Welcoming,Many times,Wing,1949.11,18M,"Street 288, Phnom Penh",11.569483756750145,104.85953592928841,Interested,10:00 AM,,2025-06-18 01:23:52
Customer 964,0100963,Tourism/Hospitality,Interested but Cautious,Many times,Wing,7787.46,6M,"Street 353, Phnom Penh",11.526965845146258,104.9418075581561,Interested,3:00 AM,,2025-05-30 01:23:52
Customer 965,0100964,Tourism/Hospitality,Uninterested,Once,ACLEDA,4228.42,6M,"Street 378, Phnom Penh",11.543622890326807,104.9371356276004,Need follow-up,12:00 AM,,2025-06-20 01:23:52
Customer 966,0100965,Restaurant/Café,Hard to Understand,Many times,Cambodia Post Bank,3518.11,18M,"Street 392, Phnom Penh",11.559339774274315,104.87388447049887,No answer,8:00 AM,,2025-06-18 01:23:52
Customer 967,0100966,Fashion & Clothing,Hard to Understand,Many times,None,4208.81,18M,"Street 330, Phnom Penh",11.58394971936385,104.91384869068698,No answer,12:00 AM,,2025-06-12 01:23:52
Customer 968,0100967,Agriculture/Farming,Busy or in a Hurry,Once,ABA,8070.23,12M,"Street 126, Phnom Penh",11.52802096380826,104.85094466702675,No answer,2:00 AM,,2025-06-09 01:23:52
Customer 969,0100968,General Retail,Talkative and Engaging,Once,ACLEDA,8199.31,24M,"Street 250, Phnom Penh",11.548748251856914,104.89578390731074,Need follow-up,1:00 AM,,2025-05-28 01:23:52
Customer 970,0100969,Repair Services,Aggressive or Pushy,Never,Cambodia Post Bank,9279.61,6M,"Street 13, Phnom Penh",11.576093021958483,104.85696826632517,Repeat visit,2:00 AM,,2025-06-23 01:23:52
Customer 971,0100970,Fashion & Clothing,Interested but Cautious,Once,Cambodia Post Bank,2009.03,24M,"Street 434, Phnom Penh",11.583278695670659,104.89614828777422,Repeat visit,8:00 AM,,2025-05-25 01:23:52
Customer 972,0100971,Repair Services,Busy or in a Hurry,Once,ACLEDA,4739.75,12M,"Street 396, Phnom Penh",11.597672606291978,104.85053435911827,Repeat visit,11:00 AM,,2025-06-20 01:23:52
Customer 973,0100972,Fashion & Clothing,Busy or in a Hurry,Never,Cambodia Post Bank,5284.37,18M,"Street 419, Phnom Penh",11.5649481756916,104.85357690350291,Need follow-up,9:00 AM,,2025-06-11 01:23:52
Customer 974,0100973,Restaurant/Café,Interested but Cautious,Once,Wing,6513.62,12M,"Street 118, Phnom Penh",11.520732929508705,104.9317160561794,Repeat visit,5:00 AM,,2025-05-25 01:23:52
Customer 975,0100974,General Retail,Uninterested,Once,None,5978.17,6M,"Street 323, Phnom Penh",11.538681292922677,104.88549044040396,Need follow-up,3:00 AM,,2025-06-16 01:23:52
Customer 976,0100975,Tourism/Hospitality,Quiet and Reserved,Once,ACLEDA,9811.5,18M,"Street 364, Phnom Penh",11.562509823522856,104.94470854068946,Interested,6:00 AM,,2025-06-13 01:23:52
Customer 977,0100976,Repair Services,Quiet and Reserved,Once,ABA,9874.97,18M,"Street 55, Phnom Penh",11.56797540851372,104.94335598187078,Repeat visit,11:00 AM,,2025-06-12 01:23:52
Customer 978,0100977,Repair Services,Talkative and Engaging,Once,Cambodia Post Bank,8084.57,12M,"Street 310, Phnom Penh",11.533470172467734,104.88723980928624,Repeat visit,7:00 AM,,2025-06-22 01:23:52
Customer 979,0100978,Fashion & Clothing,Hard to Understand,Never,ABA,2471.34,6M,"Street 46, Phnom Penh",11.550640649689193,104.93350329842167,Interested,3:00 AM,,2025-06-23 01:23:52
Customer 980,0100979,Restaurant/Café,Busy or in a Hurry,Once,None,2064.85,12M,"Street 488, Phnom Penh",11.531661565862027,104.88388948322925,Interested,1:00 AM,2025-06-23 01.02.39.jpg,2025-06-01 01:23:52
Customer 981,0100980,General Retail,Quiet and Reserved,Once,None,3992.72,6M,"Street 231, Phnom Penh",11.528250633079958,104.87390575362033,No answer,9:00 AM,2025-06-23 01.01.50.jpg,2025-05-29 01:23:52
Customer 982,0100981,General Retail,Busy or in a Hurry,Many times,Wing,6996.68,6M,"Street 167, Phnom Penh",11.549710579221268,104.94153823789662,Interested,7:00 AM,,2025-06-18 01:23:52
Customer 983,0100982,Street Food Stall,Interested but Cautious,Once,Cambodia Post Bank,2620.68,12M,"Street 162, Phnom Penh",11.59298779543851,104.90480458543833,No answer,3:00 AM,,2025-05-27 01:23:52
Customer 984,0100983,General Retail,Friendly and Open,Many times,ABA,6212.83,6M,"Street 26, Phnom Penh",11.577474159731818,104.8574668491698,No answer,5:00 AM,,2025-06-21 01:23:52
Customer 985,0100984,Street Food Stall,Interested but Cautious,Never,None,6017.12,6M,"Street 111, Phnom Penh",11.54414983704871,104.90897603208256,No answer,11:00 AM,,2025-05-29 01:23:52
Customer 986,0100985,Fashion & Clothing,Skeptical or Distrustful,Never,None,5130.04,12M,"Street 92, Phnom Penh",11.536778901402613,104.93179414984549,Interested,12:00 AM,,2025-06-06 01:23:52
Customer 987,0100986,Tourism/Hospitality,Interested but Cautious,Once,Cambodia Post Bank,6595.35,18M,"Street 227, Phnom Penh",11.586441438398255,104.91966024980364,Interested,1:00 AM,,2025-06-10 01:23:52
Customer 988,0100987,Restaurant/Café,Quiet and Reserved,Many times,None,3029.8,12M,"Street 433, Phnom Penh",11.56617614331843,104.90757561496366,Repeat visit,3:00 AM,2025-06-23 01.04.26.jpg,2025-05-30 01:23:52
Customer 989,0100988,Agriculture/Farming,Quiet and Reserved,Many times,Cambodia Post Bank,7401.98,24M,"Street 26, Phnom Penh",11.568954576209622,104.91187210739497,Interested,6:00 AM,,2025-06-06 01:23:52
Customer 990,0100989,Repair Services,Interested but Cautious,Many times,ABA,6310.61,12M,"Street 296, Phnom Penh",11.578031478697778,104.9235032714403,Need follow-up,7:00 AM,,2025-06-01 01:23:52
